STATE,STATE_CODE,YEAR,MONTH,MONTH_ID,VOL_SPEC_FUEL
West Virginia,54,2020,February,2,17840946
West Virginia,54,2020,March,3,33504627
West Virginia,54,2020,April,4,28265861
West Virginia,54,2020,May,5,26441831
West Virginia,54,2020,June,6,37492548
West Virginia,54,2020,July,7,51619462
West Virginia,54,2020,August,8,26046525
West Virginia,54,2020,September,9,35330392
West Virginia,54,2020,October,10,41496723
West Virginia,54,2020,November,11,26152494
West Virginia,54,2020,December,12,32478055
Wisconsin,55,2022,January,1,67690588
Wisconsin,55,2022,February,2,71602589
Wisconsin,55,2022,March,3,80773314
Wisconsin,55,2022,April,4,68524084
Wisconsin,55,2022,May,5,79198437
Wisconsin,55,2022,June,6,82688533
Wisconsin,55,2022,July,7,74658817
Wisconsin,55,2022,August,8,91469141
Wisconsin,55,2022,September,9,77069308
Wisconsin,55,2022,October,10,68092262
Wisconsin,55,2022,November,11,87580120
Wisconsin,55,2022,December,12,80809881
Wisconsin,55,2021,January,1,66539909
Wisconsin,55,2021,February,2,68075011
Wisconsin,55,2021,March,3,70988325
Wisconsin,55,2021,April,4,81748347
Wisconsin,55,2021,May,5,73669953
Wisconsin,55,2021,June,6,77702966
Wisconsin,55,2021,July,7,78735412
Wisconsin,55,2021,August,8,47609933
Wisconsin,55,2021,September,9,119782328
Wisconsin,55,2021,October,10,84882273
Wisconsin,55,2021,November,11,73164428
Wisconsin,55,2021,December,12,78795316
Wisconsin,55,2020,January,1,61352007
Wisconsin,55,2020,February,2,74054976
Wisconsin,55,2020,March,3,67415481
Wisconsin,55,2020,April,4,62943015
Wisconsin,55,2020,May,5,73499779
Wisconsin,55,2020,June,6,77332600
Wisconsin,55,2020,July,7,66142984
Wisconsin,55,2020,August,8,75605414
Wisconsin,55,2020,September,9,73353521
Wisconsin,55,2020,October,10,78643889
Wisconsin,55,2020,November,11,74694314
Wisconsin,55,2020,December,12,75286532
Wyoming,56,2022,January,1,17841565
Wyoming,56,2022,February,2,23443185
Wyoming,56,2022,March,3,27984049
Wyoming,56,2022,April,4,28889196
Wyoming,56,2022,May,5,28680452
Wyoming,56,2022,June,6,24222901
Wyoming,56,2022,July,7,32582064
Wyoming,56,2022,August,8,37224953
Wyoming,56,2022,September,9,34720551
Wyoming,56,2022,October,10,35521129
Wyoming,56,2022,November,11,30944716
Wyoming,56,2022,December,12,35673814
Wyoming,56,2021,January,1,17325165
Wyoming,56,2021,February,2,26123483
Wyoming,56,2021,March,3,33970768
Wyoming,56,2021,April,4,22132393
Wyoming,56,2021,May,5,22235580
Wyoming,56,2021,June,6,30427317
Wyoming,56,2021,July,7,35395407
Wyoming,56,2021,August,8,29871769
Wyoming,56,2021,September,9,38851329
Wyoming,56,2021,October,10,32765007
Wyoming,56,2021,November,11,31283278
Wyoming,56,2021,December,12,44756389
Wyoming,56,2020,January,1,27708122
Wyoming,56,2020,February,2,25982681
Wyoming,56,2020,March,3,30284697
Wyoming,56,2020,April,4,24799867
Wyoming,56,2020,May,5,27786785
Wyoming,56,2020,June,6,27929931
Wyoming,56,2020,July,7,27093341
Wyoming,56,2020,August,8,31440571
Wyoming,56,2020,September,9,29800031
Wyoming,56,2020,October,10,32278163
Wyoming,56,2020,November,11,39518548
Wyoming,56,2020,December,12,26608314
